id,latitude,longitude,time,magnitude,is_background,gen_0_parent,generation
1,19.431004360661166,-155.22160066693502,2020-01-01 06:22:24.064293000,3.0,True,1,0
2,19.758479640752423,-155.57745241955377,2020-01-03 17:56:21.054910000,2.7,True,2,0
3,19.766376802832568,-155.6633438205369,2020-01-03 20:06:46.201686000,2.8,True,3,0
4,19.937254837191663,-155.52553824291834,2020-01-04 16:54:43.658777000,2.6,True,4,0
5,19.015066095000975,-155.78594592511715,2020-01-10 09:42:13.854014000,2.9,True,5,0
6,19.91384109185004,-155.25787398970527,2020-01-21 15:54:55.841592000,2.6,True,6,0
7,19.47580805126146,-155.41863937696706,2020-01-28 10:36:29.578916000,2.5,True,7,0
8,19.29734971267567,-155.3541007277543,2020-01-31 01:03:51.991809000,2.5,True,8,0
9,19.6159216319962,-155.6041186989361,2020-02-02 00:20:35.478566000,2.5,True,9,0
10,19.676458971305255,-155.38391632489675,2020-02-02 07:23:57.919238000,2.7,True,10,0
11,19.85787859124051,-155.70641366799578,2020-02-05 10:02:30.182589000,3.1,True,11,0
12,19.836853188819266,-155.63443606840457,2020-02-15 16:36:36.148792000,3.0,True,12,0
13,19.86933758859311,-155.49873534029385,2020-03-02 14:30:53.044204000,2.5,True,13,0
14,19.957875034694425,-155.8403105886277,2020-03-05 05:39:34.153962000,2.7,True,14,0
15,19.577618083319198,-155.45484591384192,2020-03-09 06:56:01.337643000,2.5,True,15,0
16,19.830594378051764,-155.48138917681294,2020-03-11 08:54:55.722817000,3.9,True,16,0
17,19.664275399535164,-155.48898879465497,2020-03-16 10:07:58.613853000,2.8,True,17,0
18,19.046583110391957,-155.78598719300226,2020-03-18 02:41:11.971595000,2.5,True,18,0
19,19.357607385107872,-155.24957975540073,2020-03-28 15:59:45.788221000,3.0,True,19,0
20,19.738161663649606,-155.46139241691333,2020-03-30 16:23:54.411047000,3.7,True,20,0
21,19.73750140665357,-155.3139560446312,2020-04-05 07:49:06.913896000,2.5,True,21,0
22,20.09431616483067,-155.695903936887,2020-04-13 03:36:20.129631000,3.1,True,22,0
23,19.37438972669242,-155.65534575689313,2020-04-17 12:40:53.001277000,3.1,True,23,0
24,19.623707558532388,-155.9035915801422,2020-04-18 20:52:38.228462000,3.5,True,24,0
25,19.372933969048887,-155.59991765136263,2020-04-26 12:58:48.437940000,2.8,True,25,0
26,19.653720416146854,-154.99387545082317,2020-04-28 18:32:45.368688000,3.4,True,26,0
27,19.41079847502853,-155.1077074480425,2020-04-28 21:27:21.363614000,2.7,True,27,0
28,20.04761637051568,-155.57781255109498,2020-05-09 09:30:45.793557000,3.3,True,28,0
29,19.096430683337527,-155.6999329890002,2020-05-12 17:48:51.481426000,3.0,True,29,0
30,19.643952579844253,-155.59931840840565,2020-05-24 03:12:32.681043000,4.5,True,30,0
31,20.093842986680247,-155.79265566277533,2020-06-06 03:48:56.890473000,3.4,True,31,0
32,19.336625537729965,-155.4600257299425,2020-06-08 11:55:17.347693000,2.6,True,32,0
33,20.02364744201591,-155.54396551103346,2020-06-17 16:44:15.870729000,3.5,True,33,0
34,20.08190456760947,-155.72863502414305,2020-06-24 19:03:08.663723000,2.9,True,34,0
35,19.72009596957204,-155.99066685749602,2020-06-25 14:07:54.879314000,3.1,True,35,0
36,19.8273001980209,-155.36844642032452,2020-06-30 10:12:52.658434000,3.3,True,36,0
37,19.830254065393635,-155.1676877602807,2020-07-02 17:22:20.659115000,2.8,True,37,0
38,19.972724958922594,-155.77912597448113,2020-07-09 18:35:10.405429000,2.8,True,38,0
39,19.636224418752857,-155.87842676785039,2020-07-13 05:32:17.777818000,2.5,True,39,0
40,19.022346206965146,-155.6233699902263,2020-07-13 12:08:08.859244000,3.9,True,40,0
41,19.28826990221706,-155.777017444042,2020-07-19 19:24:24.935769000,2.5,True,41,0
42,20.150566125691903,-155.63948888061637,2020-07-29 21:33:21.744674000,2.8,True,42,0
43,19.758025292121182,-155.55718982797396,2020-08-10 05:02:13.158032000,2.5,True,43,0
44,19.423703559936946,-155.33091536970883,2020-08-12 06:39:03.384545000,2.9,True,44,0
45,19.871175420590898,-155.17163678391125,2020-08-21 02:16:27.043166000,2.5,True,45,0
46,18.978510127200504,-155.65353656952348,2020-08-21 07:30:54.408154000,2.5,True,46,0
47,19.477898790533782,-154.9599248427932,2020-08-28 12:22:34.737384000,2.9,True,47,0
48,19.394513700335146,-155.84911100145678,2020-08-30 01:05:15.963665000,3.2,True,48,0
49,19.51998520120554,-155.18050429504146,2020-09-23 19:56:42.555651000,2.5,True,49,0
50,19.417031691580434,-155.56432191828247,2020-09-25 12:57:41.495395000,2.5,True,50,0
51,19.730145678796923,-155.7568386416049,2020-10-02 08:17:25.538070000,2.6,True,51,0
52,20.19862810568797,-155.87216694554976,2020-10-02 18:04:22.279049000,2.7,True,52,0
53,20.2355518696834,-155.83361293878357,2020-10-15 20:10:04.660423000,2.5,True,53,0
54,19.499023337378173,-155.87623515657998,2020-10-18 17:53:42.410888000,2.8,True,54,0
55,19.625944264008897,-155.77462956068703,2020-10-22 09:24:36.906195000,3.0,True,55,0
56,19.111561745514692,-155.5500160158513,2020-10-23 23:09:39.798632000,5.9,True,56,0
57,19.179142420664395,-155.7020607858479,2020-10-26 13:40:36.937844000,3.1,True,57,0
58,19.657658419112952,-155.24889745520662,2020-10-28 00:36:26.545261000,2.9,True,58,0
59,19.30519347639083,-155.4601051738135,2020-10-29 22:45:50.555186000,2.5,True,59,0
60,19.92088720239496,-155.46676981561197,2020-11-04 13:01:09.471772000,2.5,True,60,0
61,19.88961034586452,-155.33253785937646,2020-11-09 03:01:24.342444000,2.6,True,61,0
62,19.874899137138485,-155.631949426396,2020-11-10 03:14:19.598378000,3.0,True,62,0
63,18.985125840307443,-155.6960143510028,2020-11-10 13:29:38.460570000,2.5,True,63,0
64,19.984854495303722,-155.23118250368526,2020-11-18 01:56:32.630588000,3.4,True,64,0
65,20.07995708466232,-155.42046536709498,2020-11-24 19:06:14.627437000,2.9,True,65,0
66,19.752151270729176,-155.5716353933018,2020-11-26 10:46:23.826406000,2.6,True,66,0
67,19.70006248320358,-155.38530781732123,2020-12-02 19:36:16.581425000,2.8,True,67,0
68,19.515075075744548,-155.32882205457992,2020-12-08 15:56:15.971044000,3.0,True,68,0
69,19.260664996171425,-155.76443148594896,2020-12-13 15:26:21.851064000,2.6,True,69,0
70,19.494149405378266,-155.78213230821416,2020-12-22 00:13:40.677428000,2.7,True,70,0
71,19.729342696563812,-155.73335253860589,2020-12-29 09:13:28.165182000,2.8,True,71,0
72,19.377201691728985,-155.14211661925984,2020-12-31 01:46:22.965982000,2.6,True,72,0
73,19.581915508594808,-155.10584756253192,2021-01-08 07:33:28.162527000,2.6,True,73,0
74,19.430120122182675,-155.78503410200116,2021-01-10 16:51:54.604020000,3.3,True,74,0
75,19.856705862872616,-155.79521484885154,2021-01-10 23:42:52.838123000,3.1,True,75,0
76,19.76240891575703,-155.68434601946177,2021-01-17 17:16:50.144488000,2.8,True,76,0
77,19.88108897896453,-155.6912290710139,2021-01-20 12:14:22.898617000,2.7,True,77,0
78,19.70310433627335,-155.2781756260171,2021-01-21 14:31:18.961314000,2.7,True,78,0
79,20.078455185951523,-155.6951724555116,2021-01-22 09:55:28.413959000,2.5,True,79,0
80,19.76034241812644,-155.7686066158512,2021-01-26 01:05:01.954932000,3.5,True,80,0
81,19.539855282373722,-155.14308087128467,2021-02-06 22:21:30.012419000,2.7,True,81,0
82,19.7146553363812,-155.793567125262,2021-02-09 07:51:30.595754000,2.5,True,82,0
83,20.154850544350282,-155.80203250535513,2021-02-16 01:36:53.769828000,2.8,True,83,0
84,19.7756736625141,-155.4900492206671,2021-03-13 22:11:49.959525000,2.7,True,84,0
85,19.329252912254525,-155.6814894350175,2021-03-14 17:44:17.147867000,2.9,True,85,0
86,20.061426375453912,-155.5000770904844,2021-03-28 18:13:11.944075000,2.5,True,86,0
87,19.742680639992216,-155.59833775697481,2021-03-28 21:10:47.234854000,2.6,True,87,0
88,20.21307832816575,-155.82243646825302,2021-04-01 01:07:14.427852000,2.6,True,88,0
89,19.602801574135487,-155.145732421017,2021-04-07 02:13:03.195633000,2.8,True,89,0
90,19.942922776240984,-155.43150255660544,2021-04-20 03:37:28.209105000,2.9,True,90,0
91,19.24987567273976,-155.43711041066862,2021-04-22 20:44:44.381591000,3.2,True,91,0
92,19.581923462134398,-155.13040222356267,2021-04-24 13:38:51.560074000,2.5,True,92,0
93,20.010099113855777,-155.42689138595128,2021-04-26 11:39:06.288278000,3.2,True,93,0
94,19.793286775426093,-155.98236400365005,2021-05-02 07:33:22.395204000,2.6,True,94,0
95,19.151933782471005,-155.472403807661,2021-05-07 22:30:44.428380000,3.1,True,95,0
96,19.487384631355273,-154.9772479064443,2021-05-10 22:33:28.341384000,2.5,True,96,0
97,19.753479544581566,-155.7474122079381,2021-05-23 10:46:21.811381000,4.4,True,97,0
98,19.826783859808092,-155.34134949685466,2021-05-25 22:11:57.324684000,3.1,True,98,0
99,19.658474897605693,-155.4935870518518,2021-07-23 04:07:10.919496000,2.8,True,99,0
100,19.390050882789446,-155.6857901760441,2021-07-29 13:32:53.893044000,2.6,True,100,0
101,19.641429298015286,-155.9127445286427,2021-08-05 14:50:19.088145000,2.7,True,101,0
102,19.378206857175535,-155.84677307338205,2021-08-06 12:46:24.964311000,2.7,True,102,0
103,19.611540914478674,-155.9529374463504,2021-08-13 12:33:07.984138000,3.3,True,103,0
104,19.69717771597755,-155.51551374728177,2021-08-14 08:32:54.389102000,2.5,True,104,0
105,19.721645655504584,-155.26455619357952,2021-08-15 04:34:54.911092000,2.8,True,105,0
106,19.051152079342508,-155.75067501544441,2021-08-17 00:47:18.935081000,2.8,True,106,0
107,20.108907539793663,-155.78580804175428,2021-08-27 22:36:20.970582000,2.5,True,107,0
108,19.869986889936133,-155.48131037228984,2021-09-03 05:56:50.809175000,3.2,True,108,0
109,19.729388797166397,-155.64091044983815,2021-09-15 05:37:36.672225000,4.4,True,109,0
110,19.55253008685165,-155.04326430495985,2021-09-21 21:07:53.208707000,3.1,True,110,0
111,19.663892813846168,-155.18971947988123,2021-10-06 00:31:51.510182000,2.5,True,111,0
112,20.00441277791516,-155.31225527879192,2021-10-07 13:38:38.115175000,2.6,True,112,0
113,19.526789815263513,-155.11809861649192,2021-10-08 14:53:29.194235000,2.7,True,113,0
114,19.37944408013877,-155.54065906040213,2021-10-10 07:14:19.234655000,3.3,True,114,0
115,19.10007370203777,-155.78378116132023,2021-10-11 12:31:50.975619000,3.8,True,115,0
116,20.180674467686963,-155.71914038572672,2021-10-19 20:15:26.944635000,3.4,True,116,0
117,19.301151135139126,-155.18492224271742,2021-10-25 06:06:24.033732000,2.6,True,117,0
118,19.890625033267025,-155.85071476102863,2021-10-26 13:09:01.680590000,2.5,True,118,0
119,19.83062336060789,-155.595888036367,2021-10-31 00:16:25.192447000,2.8,True,119,0
120,19.640555008337067,-155.03780516240315,2021-11-05 06:48:35.257206000,2.8,True,120,0
121,19.51361778158719,-154.87679468412813,2021-11-13 11:27:50.802219000,2.6,True,121,0
122,19.027502093979315,-155.79825709556232,2021-11-14 01:47:28.509603000,2.6,True,122,0
123,19.314615185569327,-155.82957083955836,2021-11-19 00:02:41.282433000,2.5,True,123,0
124,19.475925180077056,-155.00757948195397,2021-11-24 01:14:15.752328000,4.4,True,124,0
125,19.6657268849618,-155.7192895354083,2021-11-25 07:46:31.291344000,3.2,True,125,0
126,19.659002399621897,-155.0613311208146,2021-12-08 15:13:56.939991000,2.5,True,126,0
127,20.018264886883898,-155.51238578747808,2021-12-18 11:59:24.570164000,2.8,True,127,0
128,19.83331528842006,-155.10719167679932,2021-12-18 20:16:28.776562000,2.9,True,128,0
129,19.241107038636628,-155.475423641168,2021-12-30 20:29:47.581287000,2.7,True,129,0
130,19.446641229807014,-155.87245163227058,2022-01-06 15:05:22.157645000,2.8,True,130,0
131,19.39560323357868,-155.47263644304576,2022-01-10 02:45:04.327077000,2.5,True,131,0
132,19.568134379063444,-155.7984466471373,2022-01-23 20:34:08.478444000,2.7,True,132,0
133,19.49220824420877,-154.93240881702974,2022-01-25 00:23:41.676605000,2.5,True,133,0
134,19.289848470994272,-155.62026808486158,2022-01-25 22:58:43.135200000,3.1,True,134,0
135,19.829503052653155,-155.86892002613803,2022-01-29 18:13:35.705049000,2.5,True,135,0
136,20.106945482694076,-155.74312537603154,2022-02-03 15:39:16.369110000,2.5,True,136,0
137,19.88973789007236,-155.40586475262387,2022-02-07 00:06:46.688283000,3.1,True,137,0
138,20.066828935675137,-155.5446595045526,2022-02-07 19:35:17.181345000,2.7,True,138,0
139,19.633561902475854,-155.20467014245068,2022-02-08 02:13:49.059434000,2.9,True,139,0
140,19.818991961401995,-155.68736047536066,2022-02-12 16:13:04.423137000,2.6,True,140,0
141,20.176220480518605,-155.79079925182202,2022-02-16 07:45:40.573426000,2.5,True,141,0
142,19.20529445667676,-155.58802842488197,2022-02-16 20:43:59.587505000,2.9,True,142,0
143,19.376428658547532,-155.6723939049954,2022-02-19 18:30:14.000768000,3.0,True,143,0
144,19.572344305833106,-155.57331902781212,2022-02-20 23:28:54.035852000,2.5,True,144,0
145,19.131297340222893,-155.54107594950963,2022-03-01 14:35:37.361959000,4.1,True,145,0
146,19.79919851199452,-155.20732650745433,2022-03-08 05:30:08.942252000,3.9,True,146,0
147,19.733749738488225,-155.33040694571358,2022-03-10 22:06:27.826039000,2.5,True,147,0
148,19.770467111589326,-155.2939035880274,2022-03-19 16:49:33.631416000,2.6,True,148,0
149,19.298285673663788,-155.22016904095932,2022-04-11 17:50:22.004695000,2.5,True,149,0
150,19.711622676413885,-155.24271347462712,2022-04-24 09:31:41.327848000,3.6,True,150,0
151,19.47454046138188,-155.67866788258857,2022-05-01 14:39:20.301375000,2.7,True,151,0
152,19.231468188416567,-155.8666586954253,2022-05-08 17:59:43.660056000,3.4,True,152,0
153,19.372748060822676,-155.04671899052775,2022-05-17 05:55:50.352394000,2.5,True,153,0
154,19.386395322312023,-155.53362687114085,2022-05-29 05:12:24.436784000,3.0,True,154,0
155,19.439940885841256,-155.8412145816196,2022-05-29 20:19:06.688704000,3.1,True,155,0
156,19.64015594210584,-155.04925298292517,2022-06-02 12:02:24.964400000,3.6,True,156,0
157,19.66657669965727,-155.59857186080453,2022-06-06 18:54:08.980204000,2.5,True,157,0
158,19.45516040585578,-155.56362524847904,2022-06-17 18:01:45.880238000,2.6,True,158,0
159,19.528298958823907,-155.28915995887712,2022-06-19 19:42:13.272270000,2.6,True,159,0
160,19.66224569109287,-155.42771479411581,2022-06-20 22:32:20.073091000,2.7,True,160,0
161,19.519103539942034,-155.65124281573526,2022-06-25 22:41:00.840645000,2.8,True,161,0
162,18.936664789052926,-155.6518897525994,2022-07-15 15:00:34.402981000,3.1,True,162,0
163,19.22545687344253,-155.56832400346607,2022-07-19 18:05:41.069562000,2.7,True,163,0
164,19.615629307281793,-155.32454065781673,2022-07-20 03:57:25.867043000,2.5,True,164,0
165,19.57303645616441,-155.8339878718107,2022-07-31 05:31:59.406282000,2.7,True,165,0
166,19.924381050786778,-155.18053323603598,2022-08-03 13:22:44.588255000,2.5,True,166,0
167,19.758287289424626,-155.39064537395075,2022-08-04 02:07:13.429922000,2.8,True,167,0
168,19.617759590345198,-155.86513981775767,2022-08-06 00:17:24.774842000,3.3,True,168,0
169,19.874400398759057,-155.65345378702725,2022-08-09 14:03:38.255418000,2.5,True,169,0
170,19.50543227869235,-155.84032391717722,2022-08-13 00:02:09.820259000,2.7,True,170,0
171,19.931089314620667,-155.74077871656505,2022-08-28 12:02:24.659992000,2.6,True,171,0
172,19.834629597816832,-155.81037011605673,2022-08-28 22:30:34.961202000,3.3,True,172,0
173,20.00205399048378,-155.43442019100203,2022-09-07 15:50:31.535671000,2.5,True,173,0
174,19.840084932496403,-155.1147333096202,2022-09-16 15:05:30.461432000,2.6,True,174,0
175,19.957325374776403,-155.44725242687068,2022-09-19 21:03:56.519285000,2.6,True,175,0
176,19.579015894297935,-155.38808085409676,2022-09-26 20:02:06.364122000,3.0,True,176,0
177,19.826678939561514,-155.3111718855042,2022-09-30 07:52:55.613362000,3.0,True,177,0
178,19.222014497760913,-155.67087806692393,2022-10-08 04:15:56.596620000,2.5,True,178,0
179,20.01789280337047,-155.61557847943314,2022-11-08 05:31:57.123692000,2.5,True,179,0
180,19.252438954866914,-155.39444850903996,2022-11-12 13:06:28.810316000,2.9,True,180,0
181,19.603504670119843,-155.0452155571765,2022-11-22 03:35:16.204371000,2.7,True,181,0
182,19.261996252252768,-155.42609484124878,2022-11-22 22:45:20.194058000,3.1,True,182,0
183,19.613504057465452,-155.50323810452852,2022-11-24 01:19:09.003565000,2.5,True,183,0
184,19.164447771508986,-155.7732818893073,2022-11-28 07:32:09.108602000,2.8,True,184,0
185,19.257995486458892,-155.3355479194681,2022-11-29 00:11:04.195960000,2.5,True,185,0
186,19.970609185009263,-155.53986189335302,2022-11-29 19:24:37.699730000,2.5,True,186,0
187,19.57189480390613,-155.45438348528228,2022-12-03 17:51:24.678807000,3.2,True,187,0
188,19.53929501818201,-155.4952498008553,2022-12-23 11:56:43.744834000,3.1,True,188,0
189,19.273962173585304,-155.44333668611807,2022-12-25 04:27:48.138012000,3.0,True,189,0
190,19.49000283921411,-155.9380402800361,2022-12-25 14:22:20.708600000,2.8,True,190,0
191,19.734486182010723,-155.2605992318253,2022-12-27 21:49:53.394119000,3.0,True,191,0
192,19.655329036811363,-155.8030566582621,2022-12-30 18:21:32.365736000,3.9,True,192,0
193,19.79705029172699,-155.88365496507515,2023-01-01 22:16:34.985429000,2.8,True,193,0
194,19.175725919520684,-155.58602608351228,2023-01-16 17:10:38.560724000,3.1,True,194,0
195,19.922758575347014,-155.5016913698049,2023-01-30 20:36:18.921970000,2.5,True,195,0
196,19.929274523388333,-155.2851345138371,2023-02-01 23:58:01.698433000,2.7,True,196,0
197,19.34572149540641,-155.1814156176467,2023-02-03 07:12:35.119621000,2.9,True,197,0
198,19.658388601135602,-155.45730335012107,2023-02-05 12:24:56.057997000,2.7,True,198,0
199,20.01655221164945,-155.58975566146034,2023-02-15 07:57:45.584723000,3.6,True,199,0
200,19.605207951179974,-155.72167666668219,2023-02-20 04:56:07.141231000,2.7,True,200,0
201,19.184204795616463,-155.7980303808293,2023-02-27 21:02:54.126848000,2.5,True,201,0
202,19.721548816102125,-155.0172240189909,2023-02-28 08:33:39.223258000,2.7,True,202,0
203,19.819612350702425,-155.81091532777126,2023-02-28 18:30:46.731087000,2.6,True,203,0
204,19.85842226554776,-155.7797715824147,2023-03-08 00:36:07.550165000,2.8,True,204,0
205,19.728652887143877,-155.77464517783707,2023-03-10 09:05:19.326971000,2.6,True,205,0
206,19.153465321826147,-155.69754005226488,2023-03-13 06:14:45.268716000,3.3,True,206,0
207,19.819687846889728,-155.38713950755306,2023-03-26 04:05:43.896855000,2.8,True,207,0
208,19.59250887365508,-155.08801260152683,2023-04-21 07:39:36.649738000,2.8,True,208,0
209,19.991699898231502,-155.78747157962337,2023-04-22 05:27:48.297466000,3.0,True,209,0
210,19.490297427351834,-155.15764865713965,2023-04-23 22:41:23.954762000,3.0,True,210,0
211,19.341820597988814,-155.61699586020575,2023-04-27 17:58:00.360404000,4.1,True,211,0
212,19.96405194419289,-155.74612015223994,2023-04-28 03:56:21.239680000,2.9,True,212,0
213,19.291971120031253,-155.19330985600436,2023-05-23 19:33:29.400197000,2.5,True,213,0
214,19.26072468717048,-155.32923534218764,2023-05-29 04:39:51.688176000,2.8,True,214,0
215,19.440251672384125,-155.78329693135652,2023-05-31 05:46:18.179425000,3.1,True,215,0
216,19.6209507492429,-155.3988749275703,2023-06-03 08:03:03.631537000,3.5,True,216,0
217,19.678874447188676,-155.89876020986006,2023-06-05 21:56:16.343757000,2.8,True,217,0
218,19.85828174936696,-155.54726132589056,2023-06-07 02:44:23.211412000,2.8,True,218,0
219,20.167664120371676,-155.7799092171422,2023-06-07 21:59:09.786613000,2.7,True,219,0
220,19.195702681111165,-155.68229143676584,2023-06-07 23:58:14.899022000,2.5,True,220,0
221,19.50957491645428,-154.82315642604428,2023-06-08 11:25:45.594777000,2.6,True,221,0
222,19.94115671532413,-155.52918416038813,2023-06-09 18:28:02.249979000,3.0,True,222,0
223,19.177869465732364,-155.8588643968979,2023-06-18 23:37:32.479903000,2.8,True,223,0
224,19.62190985080059,-155.20575293207696,2023-06-22 12:23:45.908506000,3.3,True,224,0
225,19.395235173388276,-155.65207228342769,2023-06-27 08:56:19.959284000,2.5,True,225,0
226,19.7657323787915,-155.59174729133963,2023-07-11 02:41:59.480573000,3.8,True,226,0
227,20.234833830060225,-155.84995438580913,2023-07-14 14:57:52.330490000,3.1,True,227,0
228,19.937675189816925,-155.72021820373718,2023-07-16 08:05:16.245213000,2.6,True,228,0
229,19.138536811584622,-155.8955947601822,2023-07-16 20:23:39.354831000,2.9,True,229,0
230,19.543665018151888,-155.7493663717923,2023-07-22 21:46:31.996761000,2.6,True,230,0
231,19.483140795940578,-155.6134841943816,2023-07-26 16:53:21.182430000,2.6,True,231,0
232,20.11650178613342,-155.83388842210312,2023-08-10 01:40:12.374341000,2.7,True,232,0
233,19.62295592230302,-155.3946395553269,2023-08-10 04:04:07.368484000,2.9,True,233,0
234,19.89743511517193,-155.71214163757583,2023-08-11 07:25:36.656298000,2.5,True,234,0
235,19.7685740169607,-155.20790303309434,2023-08-13 11:37:49.445942000,4.4,True,235,0
236,19.265578514399404,-155.57720716397543,2023-08-22 05:58:16.130371000,2.7,True,236,0
237,19.323759154511354,-155.25296278617967,2023-09-04 23:21:17.960635000,3.9,True,237,0
238,20.128352905367652,-155.77408871830247,2023-09-10 09:16:19.722919000,2.6,True,238,0
239,19.746893315582867,-155.76801902752416,2023-09-10 20:12:23.693471000,3.2,True,239,0
240,19.03532768610553,-155.5705649918763,2023-09-18 23:22:00.487440000,2.5,True,240,0
241,19.848717114680756,-155.82147370477662,2023-09-29 11:03:47.687134000,3.5,True,241,0
242,19.500984855884585,-155.76936926808457,2023-09-29 15:41:48.099091000,3.3,True,242,0
243,19.689558688145805,-155.58721169518446,2023-10-06 09:01:18.429276000,2.5,True,243,0
244,19.373273990757507,-155.1826102151352,2023-10-10 12:46:24.466061000,3.9,True,244,0
245,19.686702341507356,-155.75254071572982,2023-11-01 11:52:34.805576000,2.5,True,245,0
246,20.164977201207872,-155.68658961935407,2023-11-09 07:19:45.546415000,2.8,True,246,0
247,19.53136728294865,-155.02183860408329,2023-11-23 14:57:36.852804000,3.1,True,247,0
248,19.698507956728566,-155.23236602499955,2023-11-24 23:54:10.041388000,2.5,True,248,0
249,19.424295214371448,-155.78344503159687,2023-11-25 21:46:45.561949000,2.6,True,249,0
